ID,URL,title,dauer,CBA_topic,CBA_tags,OAS_tags,station,editors
9124,https://cba.fro.at/9124,Interview Martin Hagmayr,03:03,Gesellschaft,"72 Stunden, Caritas, KJOOE","Zwangsarbeit, Nationalsozialismus, Kinder, Familien, Gesellschaft",Freies Radio B138,Julian Ehrenreich
